?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/FBbt_20008342>	"Adult descending neuron of the DNxl121 group (Takemura et al., 2024; Marin et al., 2024). It enters the VNC via the cervical connective (Takemura et al., 2024; Marin et al., 2024). Within the VNC it fasciculates with the ventral median tract of ventral cervical fasciculus (Takemura et al., 2024; Marin et al., 2024). It receives input in the brain and sends output to the leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008342"
<http://purl.obolibrary.org/obo/GO_1904478>	"Any process that modulates the frequency, rate or extent of intestinal absorption."	
<http://purl.obolibrary.org/obo/FBbt_20002487>	"Adult neuron belonging to group 093 of the terra incognita neurons with substantial synapsing in the superior lateral protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the superior lateral protocerebrum and superior neuropils (Scheffer et al., 2020). It has presynaptic sites in the superior lateral protocerebrum and superior neuropils (Scheffer et al., 2020)."	"VFB:FBbt_20002487"
<http://purl.obolibrary.org/obo/FBbt_20003159>	"Adult neuron belonging to group 297 of the terra incognita neurons with substantial synapsing in the superior medial protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the superior lateral protocerebrum, superior medial protocerebrum, superior neuropils and superior intermediate protocerebrum (Scheffer et al., 2020). It has presynaptic sites in the superior lateral protocerebrum, superior medial protocerebrum and superior neuropils (Scheffer et al., 2020)."	"VFB:FBbt_20003159"
<http://purl.obolibrary.org/obo/FBbt_20006818>	"Adult brain-intrinsic neuron of the CB3353 group, with its soma in the brain, anterior to the antennal mechanosensory and motor center (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the TRdm hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the gnathal ganglia and the prow (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the gnathal ganglia and the prow (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20006818"
<http://purl.obolibrary.org/obo/GO_0031646>	"Any process that activates or increases the frequency, rate or extent of a neurophysiological process."	
<http://purl.obolibrary.org/obo/FBbt_00100791>		
<http://purl.obolibrary.org/obo/FBbt_20008570>	"Adult intrinsic neuron of the IN01A029 group with contralateral arbors in multiple VNC neuromeres (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 01A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the T3 leg neuropil and sends output to the T3 leg neuropil and haltere neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the metathoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008570"
<http://purl.obolibrary.org/obo/FBbt_20010651>	"Adult intrinsic neuron of the IN21A034 group with bilateral arbors in multiple VNC neuromeres (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 21A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the T2 leg neuropil and lower tectulum and sends output to the lower tectulum (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the mesothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20010651"
<http://purl.obolibrary.org/obo/FBbt_00058048>	"One of four campaniform sensilla located on the fifth tarsal segment of the metathoracic leg, ventrally near the distal end of the segment (Dinges et al., 2020)."	"VFB:FBbt_00058048"
<http://purl.obolibrary.org/obo/GO_0099550>	"Cell-cell signaling between presynapse and postsynapse, across the synaptic cleft, that modulates the synaptic transmission properties of the synapse."	
<http://purl.obolibrary.org/obo/FBbt_20002255>	"Adult neuron belonging to group 046 of the terra incognita neurons with substantial synapsing in the saddle (Scheffer et al., 2020). It has postsynaptic sites in the ventromedial neuropils, inferior neuropils, posterior ventrolateral protocerebrum, ventrolateral neuropils, wedge, superior posterior slope, periesophageal neuropils and saddle (Scheffer et al., 2020). It has presynaptic sites in the ventromedial neuropils, inferior neuropils, posterior lateral protocerebrum, ventrolateral neuropils, wedge, superior posterior slope, periesophageal neuropils and saddle (Scheffer et al., 2020)."	"VFB:FBbt_20002255"
<http://purl.obolibrary.org/obo/FBbt_00005757>	"Gland of the endocrine system from which neurosecretory substances are released into the hemolymph."	"UBERON:0001053"
<http://purl.obolibrary.org/obo/FBbt_00059121>	"Any pretarsal depressor muscle (FBbt:00058847) that is part of some metathoracic segment (FBbt:00000019)."	
<http://purl.obolibrary.org/obo/FBbt_20011371>	"Adult central medulla intrinsic neuron of the Cm22 group (Nern et al., 2025). It receives input in the ipsilateral medulla layer M6 and medulla serpentine layer (Nern et al., 2025). It sends output to the ipsilateral medulla layer M6 and medulla serpentine layer (Nern et al., 2025). Its predicted neurotransmitter is GABA (Eckstein et al., 2024; Nern et al., 2025). There are approximately 17 of these cells per hemisphere (Nern et al., 2025)."	"VFB:FBbt_20011371"
<http://purl.obolibrary.org/obo/FBbt_00007087>	"A deep fold of the posterior-most part of the foregut epithelium that is part of the embryonic/larval proventriculus (cardia). It consists of a short neck and a blunt conical head, with the esophageal lumen opening at its apex. It is composed from the two inner layers of the proventriculus."	
<http://purl.obolibrary.org/obo/FBbt_20003209>	"Adult neuron belonging to group 347 of the terra incognita neurons with substantial synapsing in the superior medial protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the superior medial protocerebrum, superior neuropils and superior intermediate protocerebrum (Scheffer et al., 2020). It has presynaptic sites in the superior medial protocerebrum, superior neuropils and superior intermediate protocerebrum (Scheffer et al., 2020)."	"VFB:FBbt_20003209"
<http://purl.obolibrary.org/obo/FBbt_00100666>	"Neuron developing from the CM1 neuroblast."	
<http://purl.obolibrary.org/obo/FBbt_00001095>	"Any embryonic neuromere (FBbt:00052717) that is part of some abdominal segment 3 (FBbt:00000024)."	"VFB:FBbt_00001095"
<http://purl.obolibrary.org/obo/FBbt_00049937>	"Adult lateral horn local neuron of the PD3a4 group that fasciculates with the PD3 primary neurite tract (Schlegel et al., 2021). It is a secondary neuron that belongs to the dorsal hemilineage of LHd2 (DPLm2) (Schlegel et al., 2021). There are approximately 9-12 of these cells per hemisphere and they are glutamatergic (Schlegel et al., 2021)."	"VFB:FBbt_00049937"
<http://purl.obolibrary.org/obo/FBbt_20001622>	"Adult brain-intrinsic neuron of the PLP122 group, with its soma in the brain, dorsal to the lateral horn (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the VLPd&p1 posterior hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior medial protocerebrum, the ipsilateral posterior lateral protocerebrum and the ipsilateral superior clamp (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 2 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20001622"
<http://purl.obolibrary.org/obo/FBbt_20007731>	"Adult ascending neuron of the AN05B021 group with bilateral VNC arbors (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 05B hemilineage (Takemura et al., 2024; Marin et al., 2024). It exits the VNC via the cervical connective (Takemura et al., 2024; Marin et al., 2024). Within the VNC it fasciculates with the ventral median tract of ventral cervical fasciculus (Takemura et al., 2024; Marin et al., 2024). It receives input in multiple regions and sends output to multiple regions (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is gaba (Eckstein et al., 2024). There are approximately 2 of these cells per organism and their somas are found in the mesothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20007731"
<http://purl.obolibrary.org/obo/FBbt_20000901>	"Adult brain-intrinsic neuron of the CL196 group, with its soma in the brain, posterior-dorsal to the superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It belongs to the SMPp&v1 posterior hemilineage (Schlegel et al., 2024; Dorkenwald et al., 2024). It has postsynapses in the ipsilateral superior clamp, the ipsilateral inferior clamp and the ipsilateral superior medial protocerebrum (Schlegel et al., 2024; Dorkenwald et al., 2024). It has presynapses in the ipsilateral superior medial protocerebrum, the ipsilateral inferior clamp, the ipsilateral superior clamp and the ipsilateral antler (Schlegel et al., 2024; Dorkenwald et al., 2024). Its predicted neurotransmitter is glutamate (Eckstein et al., 2024). There are approximately 7 of these cells per organism (Schlegel et al., 2024; Dorkenwald et al., 2024)."	"VFB:FBbt_20000901"
<http://purl.obolibrary.org/obo/FBbt_00002823>	"Monoscolopidial chordotonal organ of the lateral sensory cluster of larval segments A1-7. There is one of these organs per cluster. It is innervated by the abdominal lch1 neuron."	"VFB:FBbt_00002823"
<http://purl.obolibrary.org/obo/FBbt_20008846>	"Adult intrinsic neuron of the IN03A070 group with ipsilateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 03A hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the T3 leg neuropil and sends output to the T3 leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 4 of these cells per organism and their somas are found in the metathoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20008846"
<http://purl.obolibrary.org/obo/FBbt_00100790>		
<http://purl.obolibrary.org/obo/FBbt_20010780>	"Adult intrinsic neuron of the IN23B056 group with bilateral arbors in multiple VNC neuromeres (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 23B hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the leg neuropil and sends output to the leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 12 of these cells per organism and their somas are found in the mesothoracic neuromere, metathoracic neuromere and prothoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20010780"
<http://purl.obolibrary.org/obo/FBbt_00100062>	"Fourth most anterior I-type chemosensillum of the labellum. It can respond to a narrow range of bitter stimuli (Weiss et al., 2011)."	
<http://purl.obolibrary.org/obo/FBbt_00001682>	"Hemocoel of the embryo or larva."	
<http://purl.obolibrary.org/obo/FBbt_00005490>		
<http://purl.obolibrary.org/obo/FBbt_00004924>	"Anterior part of the genital chamber (McQueen et al., 2022). It is an ectodermal invagination that is the site of egg fertilization (McQueen et al., 2022). It is connected to the common oviduct anterodorsally and the vagina posteriorly (McQueen et al., 2022). It is surrounded by muscles (McQueen et al., 2022)."	
<http://purl.obolibrary.org/obo/FBbt_00004841>	"Lobe on the posterior region of the epandrium. It is posterior to the epandrial ventral lobe and mostly covers the surstylus."	
<http://purl.obolibrary.org/obo/FBbt_20002686>	"Adult neuron belonging to group 292 of the terra incognita neurons with substantial synapsing in the superior lateral protocerebrum (Scheffer et al., 2020). It has postsynaptic sites in the superior lateral protocerebrum, superior neuropils and superior intermediate protocerebrum (Scheffer et al., 2020). It has presynaptic sites in the superior lateral protocerebrum and superior neuropils (Scheffer et al., 2020)."	"VFB:FBbt_20002686"
<http://purl.obolibrary.org/obo/FBbt_20005384>	"Adult brain-intrinsic neuron with its soma in the central brain, posterior-lateral to the lateral horn. It belongs to the SLPp&v1_posterior hemilineage. It has presynapses in the ipsilateral lateral horn and the ipsilateral superior lateral protocerebrum. It has postsynapses in the ipsilateral lateral horn. Its predicted neurotransmitter is glutamate."	
<http://purl.obolibrary.org/obo/FBbt_00058598>	"Any dorsal oblique muscle 2 (FBbt:00059133) that is part of some abdominal segment 4 (FBbt:00000025)."	
<http://purl.obolibrary.org/obo/FBbt_00049207>	"Lateral component of the posterior superior transverse fascicle in the larval brain. It is formed by the DPLl1 lineage (Hartenstein et al., 2015) and demarcates the boundary between the lateral horn and the superior lateral protocerebrum (Pereanu et al, 2010)."	"larvalbrain_axon_tract:57 VFB:FBbt_00049207"
<http://purl.obolibrary.org/obo/FBbt_20010321>	"Adult intrinsic neuron of the IN18B048 group with bilateral arbors in a single VNC neuromere (Takemura et al., 2024; Marin et al., 2024). It is a secondary neuron of the 18B hemilineage (Takemura et al., 2024; Marin et al., 2024). It receives input in the T3 leg neuropil and sends output to the T3 leg neuropil (Takemura et al., 2024; Marin et al., 2024). Its predicted neurotransmitter is acetylcholine (Eckstein et al., 2024). There are approximately 5 of these cells per organism and their somas are found in the metathoracic neuromere (Takemura et al., 2024; Marin et al., 2024)."	"VFB:FBbt_20010321"
